material,ROI (days),net profit per day,build cost per day,gross income per day,repair costs per day,input costs per day,consumable costs per day
SCR,31.44670431738955,22777.502604764835,716277.3895006101,31957.680932826046,5515.687949493673,0.0,3664.490378567537
TAI,31.662222148681888,19824.252366957295,627679.8823741346,26630.441522312583,3141.6987767877513,0.0,3664.490378567537
TCO,31.44670431738955,22777.502604764835,716277.3895006101,31957.680932826046,5515.687949493673,0.0,3664.490378567537
CST,30.000000000098474,33474.51304642115,1004235.3913959308,54883.496962811114,4385.670415926438,1166.5527499097107,15856.76075055382
DDT,30.00000000048835,33474.51304598612,1004235.3913959308,77896.01283351908,4385.670415926438,24179.068621052702,15856.76075055382
EES,30.00000000083168,63376.36341238414,1901290.902424233,108710.4361030176,3929.474080446272,8139.1994130442745,33265.3991971429
ETC,30.000000001461164,37471.706989524595,1124151.2097404902,125155.98100599616,4273.388813621102,72001.44127608584,11409.443926764623
FLX,31.60474265112064,9582.686227477558,302858.3321258663,23298.631617640225,959.9658607589503,1624.3612727976483,11131.618256606069
IND,31.604742651620437,9582.686227326018,302858.3321258663,44887.22889184627,959.9658607589503,23212.958547155235,11131.618256606069
JUI,30.000000000572037,33474.51304589274,1004235.3913959308,800073.7586571795,4385.670415926438,746356.8144448065,15856.76075055382
LCR,31.604742651120677,9582.686227477547,302858.3321258663,39944.850923832695,959.9658607589503,18270.580578990128,11131.618256606069
NAB,31.60474265130658,9582.68622742118,302858.3321258663,61782.39028683528,959.9658607589503,40108.11994204908,11131.618256606069
NR,30.00000000150559,33474.51304485106,1004235.3913959308,118718.88472264184,4385.670415926438,65001.940511310524,15856.76075055382
NS,31.6047426513025,9582.686227422417,302858.3321258663,39154.17778881271,959.9658607589503,17479.907444025273,11131.618256606069
OLF,31.604742662578023,9582.686224003633,302858.3321258663,169234.60471753258,959.9658607589503,147560.33437616393,11131.618256606069
TS,31.959457522772315,16817.058283965063,537464.0598843677,22603.210349975376,2121.661687442773,0.0,3664.490378567537
ZIR,31.959457522772322,16817.05828396506,537464.0598843677,22603.210349975372,2121.661687442773,0.0,3664.490378567537
EPO,30.544429508924924,18157.894208035683,554622.5196678621,60750.23375595212,3101.449502804625,33344.29860300161,6146.5914421102
GL,30.000000000116522,13360.533525019033,400816.0057521278,25291.404180785357,1819.055565845086,2933.512044886657,7178.30304503458
INS,30.00000000071052,19311.576906913233,579347.3072211182,61221.151602150814,2398.030738458915,31493.635144557502,8017.908812221166
MCG,37.776203579059334,10146.472399529117,383295.2069739186,39426.16180889368,1344.7311515015144,19384.48070787213,8550.47754999092
REA,31.604742651066275,9582.686227494041,302858.3321258663,68406.16625161713,959.9658607589503,46731.89590675807,11131.618256606069
SOI,31.604742651066253,9582.686227494049,302858.3321258663,63399.07786201488,959.9658607589503,41724.80751715581,11131.618256606069
TCL,30.000000000426834,33474.51304605476,1004235.3913959308,78300.60173570216,4385.670415926438,24583.657523167145,15856.76075055382
THF,30.000000000225192,33474.51304627975,1004235.3913959308,61230.997967722666,4385.670415926438,7514.053754962655,15856.76075055382
BE,23.857994269393167,156322.2931768366,3729536.374791366,211076.2971658144,18255.461929512687,20485.086087703865,16013.455971761274
C,34.25653680028986,11354.314304395004,388959.485810565,50325.54428134141,1898.8771598179724,31697.766928562713,5374.585888565721
CA,31.604742651066264,9582.686227494045,302858.3321258663,24381.539132855145,959.9658607589503,2707.268787996081,11131.618256606069
CL,23.655231328741554,12803.017138872268,302858.3321258663,35423.640025265006,959.9658607589503,10529.038769027717,11131.618256606069
ES,30.000000000783785,63376.36341248532,1901290.902424233,104622.87020265937,3929.474080446272,4051.633512584872,33265.3991971429
I,37.52811034357812,10213.549349134995,383295.2069739186,43441.176764684365,1344.7311515015144,23332.418714056937,8550.47754999092
MG,37.52811034357808,10213.549349135006,383295.2069739186,29302.623205884895,1344.7311515015144,9193.865155257457,8550.47754999092
NA,23.655231328741554,12803.017138872268,302858.3321258663,35423.640025265006,959.9658607589503,10529.038769027717,11131.618256606069
S,33.75120573679111,10248.534990483213,345900.4129645014,36159.27343429417,1624.5792784598807,20010.920390355615,4275.23877499546
AR,31.59674165640158,26369.783120365748,833199.2247895356,34428.7563688614,3376.5688758815813,0.0,4682.404372614075
LIT,30.000000005133497,13360.533522784717,400816.0057521278,117297.63292772525,1819.055565845086,94939.74079406087,7178.30304503458
MGC,30.00000000009945,19311.57690730659,579347.3072211182,61159.664825358166,2398.030738458915,31432.148367371497,8017.908812221166
MHL,34.64751664833487,9926.42724937976,343926.05338137015,36391.81267675232,1239.1823991959775,20095.916498182032,5130.2865299945515
PSH,30.000000001492353,19311.57690640995,579347.3072211182,86129.32459724441,2398.030738458915,56401.80814015438,8017.908812221166
TRU,34.64910665864016,9925.971736290297,343926.05338137015,82239.91944023239,1239.1823991959775,65944.47877475157,5130.2865299945515
MTC,30.000000000166082,24297.230621484472,728916.9186485695,35484.785233623326,4249.5811145581665,1216.7615029753717,5721.211994605314
NCS,30.000000000128935,24297.230621514558,728916.9186485695,40558.71676584572,4249.5811145581665,6290.6930351676765,5721.211994605314
NFI,30.000000000128924,24297.230621514565,728916.9186485695,101679.37320773503,4249.5811145581665,67411.34947705698,5721.211994605314
NG,30.000000000017998,13360.53352506291,400816.0057521278,36625.942896969085,1819.055565845086,14268.050761026509,7178.30304503458
RG,30.00000000001799,13360.533525062914,400816.0057521278,35976.78107205019,1819.055565845086,13618.888936107607,7178.30304503458
NV2,30.000000000879187,129256.64060080654,3877699.218137837,537806.153641604,16997.515529253593,354233.35206917126,37318.645442372625
RHP,30.000000004712845,14008.282346978593,420248.47047537664,180470.6695848659,1668.9790551682086,157933.42846904186,6859.979713677227
SSC,34.64751665806946,9926.427246590823,343926.05338137015,164453.55343852207,1239.1823991959775,148157.65726274071,5130.2865299945515
DCH,30.000000001808356,84303.86585281594,2529115.9757369296,382760.19658893725,9663.197548675731,268878.1387519062,19914.994435539345
RED,30.000000000758533,84303.86585576608,2529115.9757369296,594426.1480191416,9663.197548675731,480544.09017916047,19914.994435539345
SDR,30.000000000758533,84303.86585576608,2529115.9757369296,641773.0668837728,9663.197548675731,527891.0090437917,19914.994435539345
SRD,30.000000001911776,84303.86585252531,2529115.9757369296,703413.9164298322,9663.197548675731,589531.8585930918,19914.994435539345
SUD,30.000000000758533,84303.86585576608,2529115.9757369296,827878.4997420987,9663.197548675731,713996.4419021176,19914.994435539345
ALG,31.26116862749335,29031.54938598744,907560.1608727544,62257.974474242954,5079.094126675262,20336.97548277192,7810.355478808328
MAI,31.69240109529551,5874.644821560341,186181.59997729104,9660.453326952811,722.263869197283,416.96825167418956,2646.576384520999
AIR,30.000000000981093,150397.91333110494,4511937.400080702,463812.63796672923,24040.839793377152,271461.6029154697,17912.28192677747
DEC,30.544429507844416,18157.89420867802,554622.5196678621,311343.679551349,3101.449502804625,283937.7443977562,6146.5914421102
FC,34.64751664954811,9926.42724903217,343926.05338137015,59750.65325608364,1239.1823991959775,43454.757077860944,5130.2865299945515
FLO,30.000000004909786,8922.172845764777,267665.1854167493,113644.98552660842,1405.5982769606244,97709.16514994975,5608.049253933265
FLP,34.6475166493046,9926.427249101935,343926.05338137015,40968.62916670305,1239.1823991959775,24672.73298841059,5130.2865299945515
GC,34.647516649953815,9926.427248915936,343926.05338137015,57417.11782545745,1239.1823991959775,41121.22164735098,5130.2865299945515
MWF,30.00000000070311,24297.23062104953,728916.9186485695,85692.1458695713,4249.5811145581665,51424.12213935828,5721.211994605314
SFK,30.000000000023636,8922.172847217946,267665.1854167493,49711.89370226981,1405.5982769606244,33776.07332415797,5608.049253933265
SWF,30.000000000416016,24297.230621282048,728916.9186485695,59980.08480012467,4249.5811145581665,25712.06106967914,5721.211994605314
TRN,30.00000000070311,24297.23062104953,728916.9186485695,85692.1458695713,4249.5811145581665,51424.12213935828,5721.211994605314
BAI,30.00000000009089,47013.326511420964,1410399.795346902,64511.75622167925,6477.944099178825,0.0,11020.485611079463
LD,30.0000000000909,47013.32651142095,1410399.795346902,64511.756221679236,6477.944099178825,0.0,11020.485611079463
MLI,30.0000000000909,47013.32651142095,1410399.795346902,64511.756221679236,6477.944099178825,0.0,11020.485611079463
NF,30.0000000000909,47013.32651142095,1410399.795346902,64511.756221679236,6477.944099178825,0.0,11020.485611079463
SA,30.00000000009089,47013.326511420964,1410399.795346902,64511.75622167925,6477.944099178825,0.0,11020.485611079463
SAL,30.00000000009089,47013.326511420964,1410399.795346902,64511.75622167925,6477.944099178825,0.0,11020.485611079463
WM,30.00000000009089,47013.326511420964,1410399.795346902,64511.75622167925,6477.944099178825,0.0,11020.485611079463
ALO,31.662222148240858,19824.252367233432,627679.8823741346,26630.44152258872,3141.6987767877513,0.0,3664.490378567537
AUO,31.95945752224754,16817.0582842412,537464.0598843677,22603.210350251513,2121.661687442773,0.0,3664.490378567537
CUO,31.66675756834104,19770.30852179039,626061.5670108432,27930.44976050662,4495.650860148695,0.0,3664.490378567537
MCB,30.000000000156717,9914.495214627179,297434.85644036916,2004368.2902813011,1181.8427654993998,1988555.7162480215,4716.236053153093
TCB,30.000000000156984,9914.495214627092,297434.85644036916,173177.06960659282,1181.8427654993998,157364.49557331324,4716.236053153093
VCB,30.000000000157424,9914.495214626946,297434.85644036916,3201529.072034327,1181.8427654993998,3185716.4980010474,4716.236053153093
VSC,30.000000000157073,9914.495214627063,297434.85644036916,237872.8224253217,1181.8427654993998,222060.24839204215,4716.236053153093
WCB,30.000000000157424,9914.495214626946,297434.85644036916,3217810.012775057,1181.8427654993998,3201997.4387417776,4716.236053153093
BTS,31.179946842607354,33512.33479396242,1044912.8174474092,47685.81375503194,9776.090506788472,0.0,4397.388454281045
H2O,33.53808011920854,11176.336401726925,374832.86568034446,16973.815965708134,1400.0911097001647,0.0,4397.388454281045
HEX,32.15549241439043,18345.123074682422,589896.4658690095,26830.897641021944,4088.386112058477,0.0,4397.388454281045
LES,32.23748749120664,18818.309082845837,606655.003663903,25857.450097402718,2356.7366419428026,0.0,4682.404372614075
OFF,37.52811034357375,10213.549349136185,383295.2069739186,144122.44126979975,1344.7311515015144,124013.68321917113,8550.47754999092
SUN,37.52811034357343,10213.549349136272,383295.2069739186,367376.7067977578,1344.7311515015144,347267.9487471291,8550.47754999092
UTS,30.000000000023686,8922.172847217931,267665.1854167493,78596.94837543128,1405.5982769606244,62661.12799731946,5608.049253933265
TA,29.12352674041609,128059.22881639581,3729536.374791366,165485.12576308308,18255.461929512687,3156.979045413309,16013.455971761274
TC,29.666752071740667,37892.62832082352,1124151.2097404902,66784.80310996556,4273.388813621102,13209.34204875632,11409.443926764623
ZR,29.727162000645446,125458.87746399704,3729536.374791366,162598.24759425683,18255.461929512687,2870.4522289858323,16013.455971761274
AMM,31.3717703730319,24021.740084894776,753604.5139039748,30696.08110920129,3009.850645738972,0.0,3664.490378567537
NE,31.59674165640016,26369.783120366934,833199.2247895356,34428.75636886259,3376.5688758815813,0.0,4682.404372614075
BEA,31.69240109524291,5874.644821570091,186181.59997729104,11432.568396577866,722.263869197283,2189.083321289495,2646.576384520999
CAF,31.261168627242018,29031.549386220846,907560.1608727544,94585.61913232759,5079.094126675262,52664.62014062315,7810.355478808328
FOD,34.33646761568079,9794.11626485462,336295.35595239315,92486.99814676127,1142.1504308257136,76827.610518705,4723.120932375936
GRA,27.82518983928717,20383.73273123121,567181.2328798,33856.44586389302,3259.330556433968,8254.170469441373,1959.2121067864718
GRN,31.692401095242918,5874.644821570089,186181.59997729104,10800.166548205345,722.263869197283,1556.6814729169741,2646.576384520999
HCP,31.261168627242018,29031.549386220846,907560.1608727544,57570.323318628056,5079.094126675262,15649.324326923617,7810.355478808328
HER,31.69240109524288,5874.644821570097,186181.59997729104,17974.097575091546,722.263869197283,8730.612499803168,2646.576384520999
HOP,27.82518983928718,20383.732731231205,567181.2328798,32117.1224012258,3259.330556433968,6514.847006774153,1959.2121067864718
THP,34.64751664833021,9926.427249381095,343926.05338137015,857873.0990553579,1239.1823991959775,841577.2028767862,5130.2865299945515
CCD,30.000000000758533,84303.86585576608,2529115.9757369296,704479.4080331667,9663.197548675731,590597.3501931855,19914.994435539345
DRF,34.64751667754644,9926.427241010717,343926.05338137015,376836.20649665495,1239.1823991959775,360540.3103264537,5130.2865299945515
BER,31.662222148240847,19824.25236723344,627679.8823741346,26630.441522588728,3141.6987767877513,0.0,3664.490378567537
AL,33.75120573678718,10248.534990484406,345900.4129645014,44459.98526218484,1624.5792784598807,28311.632218245093,4275.23877499546
NUT,31.692401095242918,5874.644821570089,186181.59997729104,9340.777667345681,722.263869197283,97.29259205731088,2646.576384520999
PIB,27.82518983928716,20383.73273123122,567181.2328798,33745.83415291935,3259.330556433968,8143.5587584676905,1959.2121067864718
PPA,34.336467611547306,9794.116266033652,336295.35595239315,33746.855438118546,1142.1504308257136,18087.467808883244,4723.120932375936
RCO,31.69240109524291,5874.644821570091,186181.59997729104,22092.329783684043,722.263869197283,12848.84470839567,2646.576384520999
RSI,30.00000000067381,48037.467283146994,1441124.018526778,70470.2471382462,8181.714721717075,4267.801697463086,9983.263435919043
VEG,31.69240109524291,5874.644821570091,186181.59997729104,10216.41099586148,722.263869197283,972.9259205731089,2646.576384520999
VIT,30.000000000020982,10657.037642431435,319711.12927316665,83294.37267246189,1771.580578186302,64584.7392874389,6281.015164405257
ABH,30.00000000204597,72464.3730486693,2173931.1916083386,421668.3007779092,7039.762971293535,323816.9588920741,18347.20586587222
ADE,30.000000000780087,72464.373051727,2173931.1916083386,408022.46655048005,7039.762971293535,310171.1246615873,18347.20586587222
ASE,31.345583728169093,69353.66750419482,2173931.1916083386,229425.64196048627,7039.762971293535,134685.0056191257,18347.20586587222
LTA,31.542931039000067,10102.87632803464,318674.3313107428,72549.90516779912,1124.7475524707847,56991.38566925726,4330.89561803644
RBH,30.000000000071037,19311.57690732488,579347.3072211182,140348.68259546947,2398.030738458915,110621.1661374645,8017.908812221166
RDE,30.00000000007097,19311.576907324925,579347.3072211182,284111.3130975813,2398.030738458915,254383.79663957632,8017.908812221166
RSE,30.233333333336088,19162.534968723223,579347.3072211182,230748.7346589467,2398.030738458915,201170.2601395434,8017.908812221166
